RecordID,Tweet Date,Tweet Time,Daypart,Category,Topic,State,Region,Gender,Retweet Count
925,2015-01-01,12:11:00,Afternoon,Finance,Pay off bill(s),Colorado,West,Female,0
926,2015-01-01,12:32:00,Afternoon,Personal Growth,Acheive My Goals,Colorado,West,Female,0
927,2015-01-01,12:33:00,Afternoon,Career,Make more money,Colorado,West,Male,1
928,2015-01-01,12:35:00,Afternoon,Personal Growth,Read more books,Colorado,West,Male,4
929,2015-01-02,07:53:00,Early Morning,Finance,Save money,Colorado,West,Female,0
930,2015-01-02,08:44:00,Early Morning,Humor,Humor about Family/Friends/Relationships Resolutions,Colorado,West,Female,0
931,2014-12-23,03:43:00,Late Night,Health & Fitness,Eat more vegetables,Connecticut,Northeast,Female,0
932,2014-12-25,19:44:00,Evening,Personal Growth,Other,Connecticut,Northeast,Female,0
933,2014-12-26,12:41:00,Afternoon,Personal Growth,Improve my appearance,Connecticut,Northeast,Female,0
934,2014-12-27,06:08:00,Early Morning,Personal Growth,Learn to let things go,Connecticut,Northeast,Male,0
935,2014-12-27,11:50:00,Morning,Personal Growth,Be more positive,Connecticut,Northeast,Male,0
936,2014-12-27,17:29:00,Early Evening,Health & Fitness,Excersize More,Connecticut,Northeast,Female,0
937,2014-12-28,06:35:00,Early Morning,Personal Growth,Other,Connecticut,Northeast,Male,0
938,2014-12-28,16:51:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,Connecticut,Northeast,Female,0
939,2014-12-29,12:52:00,Afternoon,Health & Fitness,Excersize More,Connecticut,Northeast,Female,0
940,2014-12-29,17:00:00,Early Evening,Time Management/Organization,Re-organize,Connecticut,Northeast,Female,0
941,2014-12-29,17:09:00,Early Evening,Personal Growth,Try new things,Connecticut,Northeast,Female,0
942,2014-12-30,05:53:00,Early Morning,Personal Growth,Be more positive,Connecticut,Northeast,Female,0
943,2014-12-30,06:17:00,Early Morning,Personal Growth,Use less social media,Connecticut,Northeast,Male,0
944,2014-12-30,18:22:00,Evening,Personal Growth,Be more positive,Connecticut,Northeast,Female,0
945,2014-12-30,18:40:00,Evening,Humor,Humor about Career Resolutions,Connecticut,Northeast,Female,0
946,2014-12-31,08:41:00,Early Morning,Personal Growth,Acheive My Goals,Connecticut,Northeast,Male,1
947,2014-12-31,08:45:00,Early Morning,Health & Fitness,Run a half / full marathon,Connecticut,Northeast,Female,3
948,2014-12-31,08:55:00,Early Morning,Personal Growth,Use more social media,Connecticut,Northeast,Male,0
949,2014-12-31,09:33:00,Morning,Personal Growth,Improve my appearance,Connecticut,Northeast,Female,0
950,2014-12-31,11:45:00,Morning,Personal Growth,Improve my attitude,Connecticut,Northeast,Male,0
951,2014-12-31,11:56:00,Morning,Personal Growth,Be more positive,Connecticut,Northeast,Male,0
952,2014-12-31,12:58:00,Afternoon,Personal Growth,Read more books,Connecticut,Northeast,Female,2
953,2014-12-31,14:04:00,Afternoon,Personal Growth,Improve my attitude,Connecticut,Northeast,Male,0
954,2014-12-31,15:31:00,Early Evening,Personal Growth,Make better decisions,Connecticut,Northeast,Male,0
955,2014-12-31,16:44:00,Early Evening,Health & Fitness,Go to the gym more,Connecticut,Northeast,Male,1
956,2014-12-31,16:55:00,Early Evening,Education/Training,Other,Connecticut,Northeast,Male,0
957,2014-12-31,17:17:00,Early Evening,Health & Fitness,Excersize More,Connecticut,Northeast,Male,1
958,2014-12-31,17:28:00,Early Evening,Personal Growth,Improve my attitude,Connecticut,Northeast,Male,0
959,2014-12-31,23:03:00,Night,Personal Growth,Try new things,Connecticut,Northeast,Female,0
960,2014-12-31,23:57:00,Night,Personal Growth,Be more positive,Connecticut,Northeast,Female,0
961,2015-01-01,00:00:00,Late Night,Personal Growth,Appreciate what I have,Connecticut,Northeast,Female,0
962,2015-01-01,00:37:00,Late Night,Family/Friends/Relationships,Make new friends,Connecticut,Northeast,Female,0
963,2015-01-01,01:48:00,Late Night,Humor,Humor about Personal Growth and Interests Resolutions,Connecticut,Northeast,Male,3
964,2015-01-01,03:48:00,Late Night,Personal Growth,Read more books,Connecticut,Northeast,Female,0
965,2015-01-01,06:11:00,Early Morning,Personal Growth,Respect Others,Connecticut,Northeast,Female,1
966,2015-01-01,06:18:00,Early Morning,Personal Growth,Focus on Religion and Faith,Connecticut,Northeast,Male,2
967,2015-01-01,06:29:00,Early Morning,Personal Growth,Focus on Religion and Faith,Connecticut,Northeast,Male,2
968,2015-01-01,06:50:00,Early Morning,Health & Fitness,Lose weight,Connecticut,Northeast,Female,2
969,2015-01-01,07:17:00,Early Morning,Health & Fitness,Drink Less Caffine,Connecticut,Northeast,Male,2
970,2015-01-01,11:30:00,Morning,Recreation & Leisure,Take a cross country trip,Connecticut,Northeast,Female,0
971,2015-01-01,11:35:00,Morning,Health & Fitness,Eat healthier,Connecticut,Northeast,Female,0
972,2015-01-01,11:40:00,Morning,Personal Growth,Other,Connecticut,Northeast,Male,0
973,2015-01-01,11:43:00,Morning,Personal Growth,Get a tattoo,Connecticut,Northeast,Female,0
974,2015-01-01,11:52:00,Morning,Recreation & Leisure,See a Concert/Show,Connecticut,Northeast,Male,0
975,2015-01-01,12:10:00,Afternoon,Recreation & Leisure,Take a trip,Connecticut,Northeast,Female,0
976,2015-01-01,12:11:00,Afternoon,Humor,Other,Connecticut,Northeast,Male,0
977,2015-01-02,07:08:00,Early Morning,Humor,Humor about not Resolutions in general,Connecticut,Northeast,Female,1
978,2015-01-02,07:30:00,Early Morning,Humor,Humor about Health and Fitness Resolutions,Connecticut,Northeast,Male,59
979,2015-01-02,07:49:00,Early Morning,Family/Friends/Relationships,Find a Girlfriend,Connecticut,Northeast,Female,1
980,2015-01-02,08:31:00,Early Morning,Personal Growth,Be More Confident,Connecticut,Northeast,Female,0
981,2015-01-02,08:33:00,Early Morning,Health & Fitness,Lose weight,Connecticut,Northeast,Male,0
982,2015-01-02,09:42:00,Morning,Humor,Humor about not Resolutions in general,Connecticut,Northeast,Male,0
983,2014-12-22,12:12:00,Afternoon,Health & Fitness,Excersize More,District Of Columbia,South,Female,0
984,2014-12-23,06:09:00,Early Morning,Personal Growth,Be more friendly,District Of Columbia,South,Male,0
985,2014-12-23,17:29:00,Early Evening,Personal Growth,Improve my appearance,District Of Columbia,South,Female,0
986,2014-12-24,08:00:00,Early Morning,Personal Growth,Other,District Of Columbia,South,Female,0
987,2014-12-24,19:40:00,Evening,Personal Growth,Learn to let things go,District Of Columbia,South,Female,0
988,2014-12-26,13:16:00,Afternoon,Personal Growth,Be more positive,District Of Columbia,South,Male,0
989,2014-12-26,22:23:00,Night,Humor,Humor about Time Management/Organization Resolutions,District Of Columbia,South,Male,0
990,2014-12-27,11:41:00,Morning,Personal Growth,Be more positive,District Of Columbia,South,Female,0
991,2014-12-27,21:48:00,Night,Finance,Cash in on my stock options,District Of Columbia,South,Male,0
992,2014-12-28,06:48:00,Early Morning,Humor,Humor about Health and Fitness Resolutions,District Of Columbia,South,Male,0
993,2014-12-28,12:26:00,Afternoon,Finance,Other,District Of Columbia,South,Female,0
994,2014-12-28,20:46:00,Evening,Career,Start a new business,District Of Columbia,South,Female,0
995,2014-12-28,21:22:00,Night,Personal Growth,Make better decisions,District Of Columbia,South,Female,0
996,2014-12-29,07:45:00,Early Morning,Personal Growth,Use less social media,District Of Columbia,South,Female,0
997,2014-12-29,11:49:00,Morning,Humor,Humor about Family/Friends/Relationships Resolutions,District Of Columbia,South,Male,0
998,2014-12-29,17:21:00,Early Evening,Health & Fitness,"Try a new 'fad' workout",District Of Columbia,South,Female,0
999,2014-12-29,17:30:00,Early Evening,Health & Fitness,Other,District Of Columbia,South,Male,0
1000,2014-12-29,18:54:00,Evening,Health & Fitness,Excersize More,District Of Columbia,South,Female,0
1001,2014-12-29,19:18:00,Evening,Time Management/Organization,Stop procrastinating,District Of Columbia,South,Male,0
1002,2014-12-29,19:30:00,Evening,Personal Growth,Try new things,District Of Columbia,South,Male,0
1003,2014-12-30,03:01:00,Late Night,Personal Growth,Improve my attitude,District Of Columbia,South,Female,0
1004,2014-12-30,08:35:00,Early Morning,Career,Get dream job,District Of Columbia,South,Male,0
1005,2014-12-30,09:14:00,Morning,Philanthropic,Other,District Of Columbia,South,Male,0
1006,2014-12-30,10:41:00,Morning,Career,Get a new job,District Of Columbia,South,Male,0
1007,2014-12-30,10:48:00,Morning,Personal Growth,Acheive My Goals,District Of Columbia,South,Male,0
1008,2014-12-30,21:59:00,Night,Personal Growth,Improve my attitude,District Of Columbia,South,Male,0
1009,2014-12-31,05:45:00,Early Morning,Personal Growth,Improve my attitude,District Of Columbia,South,Female,0
1010,2014-12-31,07:33:00,Early Morning,Career,Quit job,District Of Columbia,South,Female,0
1011,2014-12-31,07:43:00,Early Morning,Finance,Save money,District Of Columbia,South,Female,0
1012,2014-12-31,07:44:00,Early Morning,Health & Fitness,Improve my body,District Of Columbia,South,Female,0
1013,2014-12-31,07:56:00,Early Morning,Personal Growth,Curse less,District Of Columbia,South,Female,0
1014,2014-12-31,09:01:00,Morning,Education/Training,Learn a new language,District Of Columbia,South,Female,0
1015,2014-12-31,10:09:00,Morning,Finance,Save money,District Of Columbia,South,Female,0
1016,2014-12-31,13:13:00,Afternoon,Recreation & Leisure,Other,District Of Columbia,South,Female,0
1017,2014-12-31,13:30:00,Afternoon,Personal Growth,Have more patience,District Of Columbia,South,Male,1
1018,2014-12-31,13:45:00,Afternoon,Personal Growth,Focus on my self,District Of Columbia,South,Female,0
1019,2014-12-31,14:33:00,Afternoon,Personal Growth,Try new things,District Of Columbia,South,Male,0
1020,2014-12-31,14:44:00,Afternoon,Time Management/Organization,Learn better time management practices,District Of Columbia,South,Male,10
1021,2015-01-01,01:19:00,Late Night,Personal Growth,Acheive My Goals,District Of Columbia,South,Female,0
1022,2015-01-01,01:52:00,Late Night,Personal Growth,Use less social media,District Of Columbia,South,Female,3
1023,2015-01-01,05:29:00,Early Morning,Personal Growth,Have more patience,District Of Columbia,South,Female,0
1024,2015-01-01,06:24:00,Early Morning,Personal Growth,Be more positive,District Of Columbia,South,Male,0
1025,2015-01-01,07:21:00,Early Morning,Personal Growth,Read more books,District Of Columbia,South,Male,0
1026,2015-01-01,07:38:00,Early Morning,Humor,Humor about Family/Friends/Relationships Resolutions,District Of Columbia,South,Female,0
1027,2015-01-01,08:37:00,Early Morning,Personal Growth,Be more positive,District Of Columbia,South,Male,0
1028,2015-01-01,09:29:00,Morning,Family/Friends/Relationships,Other,District Of Columbia,South,Male,0
1029,2015-01-01,11:49:00,Morning,Humor,Humor about Career Resolutions,District Of Columbia,South,Male,6
1030,2015-01-01,12:00:00,Afternoon,Recreation & Leisure,Spend more time on my hobby,District Of Columbia,South,Female,0
1031,2015-01-01,12:16:00,Afternoon,Humor,Humor about Recreation and Leisure Resolutions,District Of Columbia,South,Male,0
1032,2015-01-02,07:15:00,Early Morning,Humor,Humor about Family/Friends/Relationships Resolutions,District Of Columbia,South,Male,0
1033,2014-12-29,07:47:00,Early Morning,Time Management/Organization,Re-organize,Delaware,South,Male,0
1034,2014-12-29,15:29:00,Early Evening,Personal Growth,Other,Delaware,South,Female,0
1035,2014-12-29,21:14:00,Night,Education/Training,Study More,Delaware,South,Female,0
1036,2014-12-31,13:23:00,Afternoon,Recreation & Leisure,Spend more time outside,Delaware,South,Male,0
1037,2015-01-02,09:10:00,Morning,Health & Fitness,Go gluten free,Delaware,South,Female,0
1038,2015-01-02,09:40:00,Morning,Health & Fitness,Improve my body,Delaware,South,Female,0
1039,2014-12-21,17:51:00,Early Evening,Humor,Humor about Family/Friends/Relationships Resolutions,Florida,South,Male,0
1040,2014-12-21,21:09:00,Night,Health & Fitness,Eat healthier,Florida,South,Male,0
1041,2014-12-21,22:50:00,Night,Personal Growth,Use less social media,Florida,South,Female,0
1042,2014-12-22,07:55:00,Early Morning,Time Management/Organization,Other,Florida,South,Male,0
1043,2014-12-22,17:04:00,Early Evening,Recreation & Leisure,Other,Florida,South,Female,0
1044,2014-12-22,17:34:00,Early Evening,Personal Growth,Get a tattoo,Florida,South,Male,0
1045,2014-12-22,21:06:00,Night,Personal Growth,Have more patience,Florida,South,Male,0
1046,2014-12-23,04:10:00,Late Night,Personal Growth,Be more positive,Florida,South,Male,0
1047,2014-12-23,08:22:00,Early Morning,Personal Growth,Improve my attitude,Florida,South,Female,0
1048,2014-12-23,11:41:00,Morning,Humor,Humor about Recreation and Leisure Resolutions,Florida,South,Male,0
1049,2014-12-23,13:20:00,Afternoon,Family/Friends/Relationships,Other,Florida,South,Male,0
1050,2014-12-23,15:27:00,Early Evening,Health & Fitness,Drink Less Caffine,Florida,South,Female,0
1051,2014-12-23,16:32:00,Early Evening,Personal Growth,Make better decisions,Florida,South,Female,0
1052,2014-12-23,19:25:00,Evening,Health & Fitness,Eat healthier,Florida,South,Female,0
1053,2014-12-24,04:04:00,Late Night,Education/Training,Learn a new language,Florida,South,Female,0
1054,2014-12-24,05:54:00,Early Morning,Recreation & Leisure,Spend more time on my hobby,Florida,South,Female,0
1055,2014-12-24,08:29:00,Early Morning,Personal Growth,Other,Florida,South,Female,0
1056,2014-12-24,20:53:00,Evening,Humor,Humor about Health and Fitness Resolutions,Florida,South,Female,0
1057,2014-12-25,19:05:00,Evening,Personal Growth,Be more positive,Florida,South,Male,0
1058,2014-12-26,06:15:00,Early Morning,Personal Growth,Respect Others,Florida,South,Male,0
1059,2014-12-26,09:13:00,Morning,Personal Growth,Other,Florida,South,Female,0
1060,2014-12-26,09:22:00,Morning,Recreation & Leisure,Take more vacation,Florida,South,Female,0
1061,2014-12-26,13:41:00,Afternoon,Personal Growth,Be more positive,Florida,South,Female,0
1062,2014-12-26,18:35:00,Evening,Personal Growth,Focus on Religion and Faith,Florida,South,Male,0
1063,2014-12-26,22:22:00,Night,Personal Growth,Watch less TV,Florida,South,Female,0
1064,2014-12-26,22:27:00,Night,Health & Fitness,Improve my body,Florida,South,Male,0
1065,2014-12-27,06:53:00,Early Morning,Personal Growth,Other,Florida,South,Male,0
1066,2014-12-27,08:10:00,Early Morning,Finance,Save money,Florida,South,Female,0
1067,2014-12-27,09:06:00,Morning,Recreation & Leisure,See a Concert/Show,Florida,South,Female,0
1068,2014-12-27,09:20:00,Morning,Health & Fitness,Lose weight,Florida,South,Male,0
1069,2014-12-27,12:25:00,Afternoon,Recreation & Leisure,Cook more,Florida,South,Male,0
1070,2014-12-27,14:38:00,Afternoon,Recreation & Leisure,Take more vacation,Florida,South,Male,0
1071,2014-12-27,14:54:00,Afternoon,Health & Fitness,Go to the gym more,Florida,South,Female,0
1072,2014-12-27,16:53:00,Early Evening,Personal Growth,Update my wardrobe,Florida,South,Male,0
1073,2014-12-27,17:51:00,Early Evening,Finance,Save money,Florida,South,Male,0
1074,2014-12-27,19:11:00,Evening,Health & Fitness,Stop/Quit Drinking,Florida,South,Female,0
1075,2014-12-27,19:54:00,Evening,Personal Growth,Respect Others,Florida,South,Female,0
1076,2014-12-27,21:38:00,Night,Personal Growth,Read more books,Florida,South,Female,0
1077,2014-12-28,08:57:00,Early Morning,Recreation & Leisure,Spend more time on my hobby,Florida,South,Male,0
1078,2014-12-28,11:40:00,Morning,Career,Join a startup,Florida,South,Male,0
1079,2014-12-28,12:25:00,Afternoon,Education/Training,Learn a new skill,Florida,South,Female,0
1080,2014-12-28,13:30:00,Afternoon,Personal Growth,Read more books,Florida,South,Female,0
1081,2014-12-28,14:03:00,Afternoon,Career,Get a new job,Florida,South,Female,0
1082,2014-12-28,17:16:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,Florida,South,Male,0
1083,2014-12-28,18:52:00,Evening,Finance,Manage debt,Florida,South,Female,0
1084,2014-12-28,19:22:00,Evening,Health & Fitness,Other,Florida,South,Female,0
1085,2014-12-28,22:23:00,Night,Health & Fitness,Run a half / full marathon,Florida,South,Female,0
1086,2014-12-29,02:36:00,Late Night,Health & Fitness,Improve my body,Florida,South,Male,0
1087,2014-12-29,06:31:00,Early Morning,Family/Friends/Relationships,Spend more time with significant other,Florida,South,Female,0
1088,2014-12-29,06:42:00,Early Morning,Finance,Manage debt,Florida,South,Female,0
1089,2014-12-29,06:57:00,Early Morning,Health & Fitness,Set up a home gym,Florida,South,Female,0
1090,2014-12-29,07:48:00,Early Morning,Personal Growth,Be More Fun,Florida,South,Female,0
1091,2014-12-29,08:51:00,Early Morning,Health & Fitness,Eat Less Sugar,Florida,South,Male,0
1092,2014-12-29,09:08:00,Morning,Recreation & Leisure,See a Concert/Show,Florida,South,Male,0
1093,2014-12-29,09:17:00,Morning,Health & Fitness,Lose weight,Florida,South,Male,0
1094,2014-12-29,10:34:00,Morning,Personal Growth,Improve my attitude,Florida,South,Male,0
1095,2014-12-29,10:36:00,Morning,Personal Growth,Use less social media,Florida,South,Male,0
1096,2014-12-29,10:42:00,Morning,Humor,Humor about Health and Fitness Resolutions,Florida,South,Male,0
1097,2014-12-29,10:46:00,Morning,Humor,Other,Florida,South,Male,0
1098,2014-12-29,10:55:00,Morning,Humor,Humor about New Years,Florida,South,Male,0
1099,2014-12-29,10:56:00,Morning,Family/Friends/Relationships,Other,Florida,South,Male,0
1100,2014-12-29,10:57:00,Morning,Health & Fitness,Run a half / full marathon,Florida,South,Female,0
1101,2014-12-29,11:03:00,Morning,Humor,Other,Florida,South,Male,0
1102,2014-12-29,11:14:00,Morning,Humor,Humor about Personal Growth and Interests Resolutions,Florida,South,Female,0
1103,2014-12-29,11:19:00,Morning,Finance,Other,Florida,South,Male,0
1104,2014-12-29,12:01:00,Afternoon,Time Management/Organization,Re-organize,Florida,South,Female,0
1105,2014-12-29,12:01:00,Afternoon,Finance,Save money,Florida,South,Female,0
1106,2014-12-29,12:17:00,Afternoon,Personal Growth,Face Fears,Florida,South,Female,0
1107,2014-12-29,13:03:00,Afternoon,Health & Fitness,Excersize More,Florida,South,Female,0
1108,2014-12-29,14:34:00,Afternoon,Health & Fitness,Go to the gym more,Florida,South,Female,0
1109,2014-12-29,15:11:00,Early Evening,Finance,Save money,Florida,South,Female,0
1110,2014-12-29,15:56:00,Early Evening,Recreation & Leisure,Take more vacation,Florida,South,Male,0
1111,2014-12-29,16:04:00,Early Evening,Recreation & Leisure,See a Concert/Show,Florida,South,Male,0
1112,2014-12-29,17:22:00,Early Evening,Career,Get dream job,Florida,South,Male,0
1113,2014-12-29,17:55:00,Early Evening,Personal Growth,Use more social media,Florida,South,Male,0
1114,2014-12-29,18:50:00,Evening,Personal Growth,Be more positive,Florida,South,Female,0
1115,2014-12-29,18:59:00,Evening,Finance,Cash in on my stock options,Florida,South,Female,0
1116,2014-12-29,19:45:00,Evening,Personal Growth,Focus on My Future,Florida,South,Male,0
1117,2014-12-29,20:44:00,Evening,Health & Fitness,Eat healthier,Florida,South,Female,0
1118,2014-12-29,20:45:00,Evening,Personal Growth,Other,Florida,South,Female,0
1119,2014-12-29,21:57:00,Night,Finance,Save money,Florida,South,Female,0
1120,2014-12-29,23:08:00,Night,Personal Growth,Respect Others,Florida,South,Female,0
1121,2014-12-30,00:27:00,Late Night,Personal Growth,Use less social media,Florida,South,Female,0
1122,2014-12-30,06:12:00,Early Morning,Personal Growth,Improve my attitude,Florida,South,Male,0
1123,2014-12-30,06:15:00,Early Morning,Health & Fitness,Excersize More,Florida,South,Female,0
1124,2014-12-30,06:39:00,Early Morning,Humor,Humor about New Years,Florida,South,Female,0
1125,2014-12-30,08:11:00,Early Morning,Finance,Save money,Florida,South,Male,0
1126,2014-12-30,08:17:00,Early Morning,Personal Growth,Appreciate what I have,Florida,South,Male,0
1127,2014-12-30,08:23:00,Early Morning,Personal Growth,Be more positive,Florida,South,Female,0
1128,2014-12-30,08:36:00,Early Morning,Recreation & Leisure,Take a trip,Florida,South,Male,0
1129,2014-12-30,09:02:00,Morning,Personal Growth,Update my wardrobe,Florida,South,Male,0
1130,2014-12-30,10:04:00,Morning,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,Florida,South,Female,0
1131,2014-12-30,18:24:00,Evening,Finance,Invest for retirement,Florida,South,Male,0
1132,2014-12-30,19:10:00,Evening,Humor,Humor about not Resolutions in general,Florida,South,Male,0
1133,2014-12-30,19:12:00,Evening,Personal Growth,Focus on My Future,Florida,South,Male,0
1134,2014-12-30,19:19:00,Evening,Personal Growth,Be more positive,Florida,South,Female,0
1135,2014-12-30,19:21:00,Evening,Humor,Humor about Education/Training Resolutions,Florida,South,Female,0
1136,2014-12-30,19:31:00,Evening,Finance,Other,Florida,South,Female,0
1137,2014-12-30,19:50:00,Evening,Personal Growth,Watch less TV,Florida,South,Female,0
1138,2014-12-30,20:09:00,Evening,Humor,Humor about Recreation and Leisure Resolutions,Florida,South,Male,0
1139,2014-12-30,20:48:00,Evening,Personal Growth,Acheive My Goals,Florida,South,Male,0
1140,2014-12-30,22:33:00,Night,Health & Fitness,Excersize More,Florida,South,Male,0
1141,2014-12-30,23:47:00,Night,Recreation & Leisure,Cook more,Florida,South,Male,0
1142,2014-12-31,01:26:00,Late Night,Personal Growth,Focus on my self,Florida,South,Female,0
1143,2014-12-31,04:07:00,Late Night,Humor,Humor about Career Resolutions,Florida,South,Female,0
1144,2014-12-31,04:12:00,Late Night,Recreation & Leisure,Other,Florida,South,Female,0
1145,2014-12-31,04:57:00,Late Night,Family/Friends/Relationships,Spend more time with family,Florida,South,Male,0
1146,2014-12-31,05:15:00,Early Morning,Personal Growth,Be more positive,Florida,South,Male,0
1147,2014-12-31,05:19:00,Early Morning,Health & Fitness,Lose weight,Florida,South,Male,1
1148,2014-12-31,05:19:00,Early Morning,Health & Fitness,Improve my body,Florida,South,Male,1
1149,2014-12-31,05:33:00,Early Morning,Personal Growth,Be more positive,Florida,South,Male,0
1150,2014-12-31,05:38:00,Early Morning,Health & Fitness,Eat Less Sugar,Florida,South,Female,0
1151,2014-12-31,06:01:00,Early Morning,Personal Growth,Improve my attitude,Florida,South,Male,0
1152,2014-12-31,06:09:00,Early Morning,Personal Growth,Try new things,Florida,South,Male,0
1153,2014-12-31,06:15:00,Early Morning,Personal Growth,Use less social media,Florida,South,Male,0
1154,2014-12-31,06:26:00,Early Morning,Personal Growth,Watch less TV,Florida,South,Female,0
1155,2014-12-31,06:33:00,Early Morning,Personal Growth,Respect Others,Florida,South,Male,0
1156,2014-12-31,06:51:00,Early Morning,Personal Growth,Read more books,Florida,South,Male,0
1157,2014-12-31,06:58:00,Early Morning,Health & Fitness,Meditate,Florida,South,Male,0
1158,2014-12-31,06:59:00,Early Morning,Personal Growth,Improve my attitude,Florida,South,Male,0
1159,2014-12-31,06:59:00,Early Morning,Personal Growth,Be more positive,Florida,South,Female,0
1160,2014-12-31,07:41:00,Early Morning,Health & Fitness,Excersize More,Florida,South,Male,0
1161,2014-12-31,08:02:00,Early Morning,Personal Growth,Be more positive,Florida,South,Female,0
1162,2014-12-31,09:12:00,Morning,Personal Growth,Improve my attitude,Florida,South,Male,0
1163,2014-12-31,09:14:00,Morning,Recreation & Leisure,Take a trip,Florida,South,Male,0
1164,2014-12-31,09:15:00,Morning,Career,Get a new job,Florida,South,Female,0
1165,2014-12-31,09:20:00,Morning,Family/Friends/Relationships,Have a baby,Florida,South,Female,0
1166,2014-12-31,09:48:00,Morning,Career,Other,Florida,South,Female,0
1167,2014-12-31,10:01:00,Morning,Family/Friends/Relationships,Other,Florida,South,Female,0
1168,2014-12-31,10:08:00,Morning,Personal Growth,Improve my attitude,Florida,South,Male,3
1169,2014-12-31,10:15:00,Morning,Family/Friends/Relationships,Find a Girlfriend,Florida,South,Female,0
1170,2014-12-31,10:37:00,Morning,Personal Growth,Try new things,Florida,South,Male,0
1171,2014-12-31,11:46:00,Morning,Philanthropic,Spread Peace,Florida,South,Female,0
1172,2014-12-31,12:17:00,Afternoon,Health & Fitness,Run a half / full marathon,Florida,South,Female,0
1173,2014-12-31,12:43:00,Afternoon,Personal Growth,Be more friendly,Florida,South,Female,0
1174,2014-12-31,12:48:00,Afternoon,Humor,Humor about Health and Fitness Resolutions,Florida,South,Female,0
1175,2014-12-31,12:52:00,Afternoon,Time Management/Organization,Re-organize,Florida,South,Female,0
1176,2014-12-31,13:06:00,Afternoon,Personal Growth,Improve my attitude,Florida,South,Female,0
1177,2014-12-31,13:26:00,Afternoon,Humor,Humor about Health and Fitness Resolutions,Florida,South,Female,0
1178,2014-12-31,13:44:00,Afternoon,Personal Growth,Be more positive,Florida,South,Male,1
1179,2014-12-31,13:46:00,Afternoon,Personal Growth,Other,Florida,South,Male,0
1180,2014-12-31,13:49:00,Afternoon,Humor,Humor about New Years,Florida,South,Male,0
1181,2014-12-31,13:56:00,Afternoon,Family/Friends/Relationships,Other,Florida,South,Male,0
1182,2014-12-31,14:24:00,Afternoon,Personal Growth,Have more patience,Florida,South,Female,0
1183,2014-12-31,14:27:00,Afternoon,Finance,Save money,Florida,South,Female,0
1184,2014-12-31,14:28:00,Afternoon,Career,Get a new job,Florida,South,Female,0
1185,2014-12-31,14:35:00,Afternoon,Personal Growth,Make better decisions,Florida,South,Female,0
1186,2014-12-31,14:38:00,Afternoon,Personal Growth,Other,Florida,South,Female,0
1187,2014-12-31,14:40:00,Afternoon,Personal Growth,Other,Florida,South,Female,0
1188,2014-12-31,14:52:00,Afternoon,Personal Growth,Be More Confident,Florida,South,Female,0
1189,2014-12-31,15:31:00,Early Evening,Health & Fitness,Go to the gym more,Florida,South,Male,0
1190,2014-12-31,15:33:00,Early Evening,Recreation & Leisure,Spend more time on my hobby,Florida,South,Female,0
1191,2014-12-31,15:37:00,Early Evening,Personal Growth,Improve my attitude,Florida,South,Male,0
1192,2014-12-31,15:44:00,Early Evening,Humor,Humor about not Resolutions in general,Florida,South,Male,0
1193,2014-12-31,16:00:00,Early Evening,Humor,Humor about not Keeping Resolutions,Florida,South,Female,0
1194,2014-12-31,16:08:00,Early Evening,Recreation & Leisure,See a Concert/Show,Florida,South,Male,0
1195,2014-12-31,16:08:00,Early Evening,Health & Fitness,Lose weight,Florida,South,Female,0
1196,2014-12-31,16:10:00,Early Evening,Personal Growth,Respect Others,Florida,South,Female,1
1197,2014-12-31,16:28:00,Early Evening,Personal Growth,Appreciate what I have,Florida,South,Male,0
1198,2014-12-31,16:42:00,Early Evening,Personal Growth,Have more patience,Florida,South,Male,1
1199,2014-12-31,16:54:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,Florida,South,Female,2
1200,2014-12-31,16:58:00,Early Evening,Time Management/Organization,Re-organize,Florida,South,Female,0
1201,2014-12-31,16:58:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,Florida,South,Female,1
1202,2014-12-31,17:01:00,Early Evening,Philanthropic,Donate more to charity,Florida,South,Male,0
1203,2014-12-31,17:13:00,Early Evening,Personal Growth,Improve my appearance,Florida,South,Female,0
1204,2014-12-31,17:13:00,Early Evening,Family/Friends/Relationships,Have a baby,Florida,South,Male,0
1205,2014-12-31,17:38:00,Early Evening,Humor,Humor about Health and Fitness Resolutions,Florida,South,Female,0
1206,2014-12-31,17:40:00,Early Evening,Personal Growth,Acheive My Goals,Florida,South,Female,0
1207,2014-12-31,17:40:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,Florida,South,Female,0
1208,2014-12-31,23:01:00,Night,Recreation & Leisure,Spend more time on my hobby,Florida,South,Male,0
1209,2014-12-31,23:27:00,Night,Personal Growth,Be more positive,Florida,South,Male,0
1210,2014-12-31,23:32:00,Night,Recreation & Leisure,Spend more time on my hobby,Florida,South,Male,0
1211,2014-12-31,23:39:00,Night,Health & Fitness,Quit smoking,Florida,South,Male,0
1212,2014-12-31,23:58:00,Night,Personal Growth,Be More Fun,Florida,South,Male,1
1213,2015-01-01,01:32:00,Late Night,Education/Training,Other,Florida,South,Male,0
