RecordID,Tweet Date,Tweet Time,Daypart,Category,Topic,State,Region,Gender,Retweet Count
1,2014-12-22,09:08:00,Morning,Health & Fitness,Quit smoking,Alaska,West,Female,0
2,2014-12-23,21:04:00,Night,Family/Friends/Relationships,Spend more time with family,Alaska,West,Female,0
3,2014-12-30,00:10:00,Late Night,Personal Growth,Have more patience,Alaska,West,Male,0
4,2014-12-30,06:01:00,Early Morning,Finance,Save money,Alaska,West,Male,0
5,2014-12-30,09:08:00,Morning,Family/Friends/Relationships,Make new friends,Alaska,West,Female,0
6,2014-12-30,10:45:00,Morning,Humor,Other,Alaska,West,Male,0
7,2014-12-31,02:54:00,Late Night,Health & Fitness,Quit smoking,Alaska,West,Male,0
8,2014-12-31,14:02:00,Afternoon,Health & Fitness,Excersize More,Alaska,West,Female,2
9,2014-12-31,14:07:00,Afternoon,Family/Friends/Relationships,Spend more time with family,Alaska,West,Female,0
10,2014-12-31,16:48:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,Alaska,West,Female,1
11,2014-12-31,17:29:00,Early Evening,Family/Friends/Relationships,Spend more time with family,Alaska,West,Female,0
12,2014-12-31,17:36:00,Early Evening,Personal Growth,Get a tattoo,Alaska,West,Male,1
13,2014-12-31,17:39:00,Early Evening,Personal Growth,Update my wardrobe,Alaska,West,Female,0
14,2015-01-01,01:13:00,Late Night,Personal Growth,Improve my attitude,Alaska,West,Male,0
15,2015-01-01,07:22:00,Early Morning,Health & Fitness,Quit smoking,Alaska,West,Female,0
16,2015-01-01,08:35:00,Early Morning,Personal Growth,Focus on Religion and Faith,Alaska,West,Male,0
17,2014-12-23,13:24:00,Afternoon,Personal Growth,Watch less TV,Alabama,South,Female,0
18,2014-12-24,22:15:00,Night,Personal Growth,Watch less TV,Alabama,South,Male,0
19,2014-12-26,15:04:00,Early Evening,Personal Growth,Be more positive,Alabama,South,Male,0
20,2014-12-27,10:57:00,Morning,Personal Growth,Focus on Religion and Faith,Alabama,South,Female,0
21,2014-12-27,18:23:00,Evening,Philanthropic,Volunteer more,Alabama,South,Female,0
22,2014-12-28,17:12:00,Early Evening,Personal Growth,Be more positive,Alabama,South,Female,0
23,2014-12-28,17:36:00,Early Evening,Health & Fitness,Eat healthier,Alabama,South,Female,0
24,2014-12-28,21:56:00,Night,Humor,Humor about Personal Growth and Interests Resolutions,Alabama,South,Female,0
25,2014-12-29,13:01:00,Afternoon,Humor,Humor about New Years,Alabama,South,Male,0
26,2014-12-29,20:50:00,Evening,Personal Growth,Focus on my self,Alabama,South,Female,0
27,2014-12-30,10:39:00,Morning,Family/Friends/Relationships,Make more time for friends,Alabama,South,Male,0
28,2014-12-30,19:23:00,Evening,Humor,Humor about Family/Friends/Relationships Resolutions,Alabama,South,Male,0
29,2014-12-30,22:40:00,Night,Personal Growth,Curse less,Alabama,South,Male,0
30,2014-12-31,00:04:00,Late Night,Humor,Humor about not Resolutions in general,Alabama,South,Female,0
31,2014-12-31,06:34:00,Early Morning,Personal Growth,Be more positive,Alabama,South,Female,0
32,2014-12-31,06:56:00,Early Morning,Personal Growth,Learn to let things go,Alabama,South,Female,8
33,2014-12-31,09:05:00,Morning,Personal Growth,Respect Others,Alabama,South,Female,3
34,2014-12-31,12:37:00,Afternoon,Finance,Other,Alabama,South,Male,0
35,2014-12-31,13:31:00,Afternoon,Personal Growth,Other,Alabama,South,Male,0
36,2014-12-31,14:08:00,Afternoon,Finance,Save money,Alabama,South,Male,1
37,2014-12-31,15:02:00,Early Evening,Personal Growth,Focus on Religion and Faith,Alabama,South,Female,0
38,2014-12-31,15:03:00,Early Evening,Personal Growth,Be more positive,Alabama,South,Female,0
39,2014-12-31,16:59:00,Early Evening,Personal Growth,Improve my appearance,Alabama,South,Female,0
40,2014-12-31,23:25:00,Night,Health & Fitness,Quit smoking,Alabama,South,Female,0
41,2014-12-31,23:26:00,Night,Personal Growth,Get a tattoo,Alabama,South,Female,0
42,2015-01-01,00:19:00,Late Night,Health & Fitness,Quit smoking,Alabama,South,Female,1
43,2015-01-01,05:23:00,Early Morning,Recreation & Leisure,Spend more time on my hobby,Alabama,South,Male,0
44,2015-01-01,07:32:00,Early Morning,Humor,Humor about New Years,Alabama,South,Male,0
45,2015-01-01,08:40:00,Early Morning,Health & Fitness,Improve my body,Alabama,South,Male,0
46,2015-01-01,11:34:00,Morning,Humor,Humor about Health and Fitness Resolutions,Alabama,South,Female,0
47,2015-01-01,11:59:00,Morning,Humor,Humor about not Resolutions in general,Alabama,South,Female,1
48,2015-01-01,12:28:00,Afternoon,Recreation & Leisure,Other,Alabama,South,Male,0
49,2015-01-02,08:10:00,Early Morning,Humor,Humor about not Resolutions in general,Alabama,South,Female,0
50,2015-01-02,09:54:00,Morning,Finance,Other,Alabama,South,Female,0
51,2014-12-27,08:41:00,Early Morning,Health & Fitness,Go to the gym more,Arkansas,South,Female,0
52,2014-12-27,20:58:00,Evening,Humor,Humor about Personal Growth and Interests Resolutions,Arkansas,South,Male,0
53,2014-12-28,11:57:00,Morning,Humor,Humor about New Years,Arkansas,South,Male,0
54,2014-12-29,14:13:00,Afternoon,Personal Growth,Be more positive,Arkansas,South,Female,0
55,2014-12-30,09:29:00,Morning,Health & Fitness,Lose weight,Arkansas,South,Female,0
56,2014-12-30,21:30:00,Night,Health & Fitness,Eat healthier,Arkansas,South,Female,0
57,2014-12-31,00:56:00,Late Night,Humor,Humor about not Resolutions in general,Arkansas,South,Female,0
58,2014-12-31,09:19:00,Morning,Health & Fitness,Improve my body,Arkansas,South,Male,0
59,2014-12-31,15:18:00,Early Evening,Health & Fitness,Go to the gym more,Arkansas,South,Male,0
60,2015-01-01,08:25:00,Early Morning,Family/Friends/Relationships,Spend more time with family,Arkansas,South,Female,2
61,2015-01-01,09:07:00,Morning,Philanthropic,Spread Peace,Arkansas,South,Female,0
62,2015-01-01,11:29:00,Morning,Humor,Humor about Recreation and Leisure Resolutions,Arkansas,South,Male,1
63,2015-01-01,11:29:00,Morning,Recreation & Leisure,Other,Arkansas,South,Female,1
64,2015-01-01,12:16:00,Afternoon,Humor,Other,Arkansas,South,Male,0
65,2015-01-01,12:29:00,Afternoon,Family/Friends/Relationships,Spend more time with significant other,Arkansas,South,Male,1
66,2015-01-01,12:33:00,Afternoon,Health & Fitness,Improve my body,Arkansas,South,Male,1
67,2015-01-01,12:34:00,Afternoon,Health & Fitness,Improve my body,Arkansas,South,Male,3
68,2015-01-02,09:47:00,Morning,Time Management/Organization,Re-organize,Arkansas,South,Female,0
69,2014-12-22,13:43:00,Afternoon,Personal Growth,Be more positive,Arizona,West,Female,0
70,2014-12-22,15:35:00,Early Evening,Personal Growth,Be more positive,Arizona,West,Female,0
71,2014-12-22,20:16:00,Evening,Personal Growth,Be more positive,Arizona,West,Female,0
72,2014-12-22,20:18:00,Evening,Health & Fitness,Go to the gym more,Arizona,West,Female,0
73,2014-12-23,20:09:00,Evening,Personal Growth,Improve my attitude,Arizona,West,Female,0
74,2014-12-24,10:46:00,Morning,Health & Fitness,Drink more water,Arizona,West,Male,0
75,2014-12-24,19:07:00,Evening,Education/Training,Learn to play an instrument,Arizona,West,Female,0
76,2014-12-26,09:24:00,Morning,Personal Growth,Get my life together,Arizona,West,Female,0
77,2014-12-26,11:59:00,Morning,Humor,Humor about Family/Friends/Relationships Resolutions,Arizona,West,Male,0
78,2014-12-26,15:27:00,Early Evening,Recreation & Leisure,Spend more time on my hobby,Arizona,West,Male,0
79,2014-12-26,21:04:00,Night,Personal Growth,Improve my attitude,Arizona,West,Male,0
80,2014-12-27,07:51:00,Early Morning,Personal Growth,Other,Arizona,West,Male,0
81,2014-12-27,11:21:00,Morning,Humor,Humor about not Keeping Resolutions,Arizona,West,Male,0
82,2014-12-27,12:27:00,Afternoon,Family/Friends/Relationships,Make new friends,Arizona,West,Female,0
83,2014-12-27,13:20:00,Afternoon,Family/Friends/Relationships,Make new friends,Arizona,West,Male,0
84,2014-12-28,06:56:00,Early Morning,Health & Fitness,Improve my body,Arizona,West,Female,0
85,2014-12-28,10:51:00,Morning,Personal Growth,Watch less TV,Arizona,West,Female,0
86,2014-12-28,22:41:00,Night,Family/Friends/Relationships,Make new friends,Arizona,West,Male,0
87,2014-12-29,01:36:00,Late Night,Health & Fitness,Other,Arizona,West,Male,0
88,2014-12-29,07:00:00,Early Morning,Health & Fitness,Lose weight,Arizona,West,Male,0
89,2014-12-29,07:55:00,Early Morning,Philanthropic,Spread Peace,Arizona,West,Female,0
90,2014-12-29,08:02:00,Early Morning,Family/Friends/Relationships,Spend more time with family,Arizona,West,Male,0
91,2014-12-29,10:10:00,Morning,Personal Growth,Acheive My Goals,Arizona,West,Female,0
92,2014-12-29,10:50:00,Morning,Personal Growth,Improve my attitude,Arizona,West,Female,0
93,2014-12-29,18:49:00,Evening,Humor,Humor about Health and Fitness Resolutions,Arizona,West,Male,0
94,2014-12-29,18:55:00,Evening,Family/Friends/Relationships,Make new friends,Arizona,West,Female,0
95,2014-12-29,22:43:00,Night,Personal Growth,Be More Confident,Arizona,West,Female,0
96,2014-12-30,06:15:00,Early Morning,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,Arizona,West,Male,0
97,2014-12-30,20:21:00,Evening,Humor,Humor about not Resolutions in general,Arizona,West,Female,0
98,2014-12-30,21:40:00,Night,Personal Growth,Acheive My Goals,Arizona,West,Female,0
99,2014-12-30,22:29:00,Night,Recreation & Leisure,Take a trip,Arizona,West,Male,0
100,2014-12-30,23:38:00,Night,Humor,Humor about Personal Growth and Interests Resolutions,Arizona,West,Male,0
101,2014-12-31,00:42:00,Late Night,Personal Growth,Improve my attitude,Arizona,West,Female,80
102,2014-12-31,00:57:00,Late Night,Humor,Humor about Health and Fitness Resolutions,Arizona,West,Female,0
103,2014-12-31,03:29:00,Late Night,Personal Growth,Respect Others,Arizona,West,Female,0
104,2014-12-31,05:39:00,Early Morning,Recreation & Leisure,Take a trip,Arizona,West,Male,0
105,2014-12-31,07:30:00,Early Morning,Humor,Humor about Personal Growth and Interests Resolutions,Arizona,West,Male,0
106,2014-12-31,07:35:00,Early Morning,Personal Growth,Respect Others,Arizona,West,Female,0
107,2014-12-31,07:38:00,Early Morning,Personal Growth,Respect Others,Arizona,West,Male,0
108,2014-12-31,08:42:00,Early Morning,Career,Ask for a promotion,Arizona,West,Male,0
109,2014-12-31,08:57:00,Early Morning,Finance,Save money,Arizona,West,Female,0
110,2014-12-31,09:24:00,Morning,Recreation & Leisure,Spend more time on my hobby,Arizona,West,Female,0
111,2014-12-31,11:53:00,Morning,Humor,Humor about Personal Growth and Interests Resolutions,Arizona,West,Male,0
112,2014-12-31,12:50:00,Afternoon,Health & Fitness,Quit smoking,Arizona,West,Female,0
113,2014-12-31,14:16:00,Afternoon,Humor,Humor about Personal Growth and Interests Resolutions,Arizona,West,Female,3
114,2014-12-31,14:41:00,Afternoon,Personal Growth,Other,Arizona,West,Male,0
115,2014-12-31,15:15:00,Early Evening,Humor,Humor about Health and Fitness Resolutions,Arizona,West,Female,0
116,2014-12-31,16:30:00,Early Evening,Personal Growth,Other,Arizona,West,Female,1
117,2014-12-31,16:44:00,Early Evening,Time Management/Organization,Learn better time management practices,Arizona,West,Male,0
118,2014-12-31,16:44:00,Early Evening,Humor,Humor about New Years,Arizona,West,Female,1
119,2014-12-31,16:48:00,Early Evening,Personal Growth,Have more patience,Arizona,West,Male,0
120,2014-12-31,17:08:00,Early Evening,Education/Training,Improve Grades,Arizona,West,Female,1
121,2014-12-31,17:20:00,Early Evening,Personal Growth,Use more social media,Arizona,West,Male,0
122,2014-12-31,23:04:00,Night,Recreation & Leisure,Other,Arizona,West,Male,0
123,2015-01-01,00:30:00,Late Night,Personal Growth,Respect Others,Arizona,West,Female,16
124,2015-01-01,01:23:00,Late Night,Humor,Humor about Personal Growth and Interests Resolutions,Arizona,West,Female,0
125,2015-01-01,01:42:00,Late Night,Personal Growth,Focus on my self,Arizona,West,Male,0
126,2015-01-01,01:43:00,Late Night,Personal Growth,Improve my attitude,Arizona,West,Male,0
127,2015-01-01,01:43:00,Late Night,Family/Friends/Relationships,Find a Girlfriend,Arizona,West,Male,0
128,2015-01-01,01:47:00,Late Night,Recreation & Leisure,Hike more,Arizona,West,Female,0
129,2015-01-01,02:30:00,Late Night,Personal Growth,Be more positive,Arizona,West,Female,16
130,2015-01-01,04:22:00,Late Night,Health & Fitness,Go to the gym more,Arizona,West,Male,0
131,2015-01-01,04:30:00,Late Night,Personal Growth,Improve my attitude,Arizona,West,Female,7
132,2015-01-01,04:30:00,Late Night,Family/Friends/Relationships,Spend more time with family,Arizona,West,Female,1
133,2015-01-01,06:30:00,Early Morning,Personal Growth,Respect Others,Arizona,West,Female,5
134,2015-01-01,07:01:00,Early Morning,Humor,Humor about Time Management/Organization Resolutions,Arizona,West,Female,0
135,2015-01-01,07:02:00,Early Morning,Recreation & Leisure,Take a cross country trip,Arizona,West,Female,0
136,2015-01-01,08:25:00,Early Morning,Health & Fitness,Eat healthier,Arizona,West,Female,0
137,2015-01-01,08:30:00,Early Morning,Personal Growth,Gossip Less,Arizona,West,Female,7
138,2015-01-01,08:57:00,Early Morning,Personal Growth,Have more patience,Arizona,West,Female,0
139,2015-01-01,09:34:00,Morning,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,Arizona,West,Male,0
140,2015-01-01,11:27:00,Morning,Personal Growth,Get my life together,Arizona,West,Female,0
141,2015-01-01,11:51:00,Morning,Personal Growth,Get a tattoo,Arizona,West,Female,1
142,2015-01-01,12:06:00,Afternoon,Education/Training,Improve Grades,Arizona,West,Female,2
143,2015-01-01,12:18:00,Afternoon,Personal Growth,Be more positive,Arizona,West,Male,2
144,2015-01-01,12:24:00,Afternoon,Personal Growth,Be more positive,Arizona,West,Female,3
145,2015-01-01,12:25:00,Afternoon,Personal Growth,Be more positive,Arizona,West,Female,5
146,2015-01-01,12:29:00,Afternoon,Personal Growth,Read more books,Arizona,West,Female,1
147,2015-01-01,12:30:00,Afternoon,Recreation & Leisure,Go to Europe,Arizona,West,Male,0
148,2015-01-01,12:33:00,Afternoon,Time Management/Organization,Clean something,Arizona,West,Female,0
149,2015-01-01,12:34:00,Afternoon,Finance,Save money,Arizona,West,Male,0
150,2015-01-01,12:38:00,Afternoon,Personal Growth,Focus on my self,Arizona,West,Female,0
151,2015-01-02,07:46:00,Early Morning,Health & Fitness,Run a half / full marathon,Arizona,West,Female,0
152,2015-01-02,08:38:00,Early Morning,Personal Growth,Be more positive,Arizona,West,Male,0
153,2015-01-02,08:42:00,Early Morning,Humor,Humor about Personal Growth and Interests Resolutions,Arizona,West,Male,0
154,2015-01-02,09:02:00,Morning,Humor,Humor about Health and Fitness Resolutions,Arizona,West,Female,0
155,2015-01-02,09:24:00,Morning,Humor,Humor about not Keeping Resolutions,Arizona,West,Female,0
156,2015-01-02,09:32:00,Morning,Health & Fitness,Excersize More,Arizona,West,Female,2
157,2015-01-02,09:36:00,Morning,Health & Fitness,Lose weight,Arizona,West,Female,3
158,2014-12-21,16:11:00,Early Evening,Humor,Humor about Personal Growth and Interests Resolutions,California,West,Male,0
159,2014-12-21,19:12:00,Evening,Health & Fitness,Excersize More,California,West,Female,0
160,2014-12-21,19:46:00,Evening,Humor,Humor about Personal Growth and Interests Resolutions,California,West,Male,0
161,2014-12-21,19:46:00,Evening,Health & Fitness,Improve my body,California,West,Male,0
162,2014-12-21,20:10:00,Evening,Humor,Humor about Health and Fitness Resolutions,California,West,Male,0
163,2014-12-21,22:32:00,Night,Philanthropic,Donate more to charity,California,West,Male,0
164,2014-12-21,23:22:00,Night,Recreation & Leisure,See a Concert/Show,California,West,Male,0
165,2014-12-22,05:20:00,Early Morning,Family/Friends/Relationships,Have a baby,California,West,Female,0
166,2014-12-22,05:20:00,Early Morning,Family/Friends/Relationships,Make new friends,California,West,Female,0
167,2014-12-22,09:43:00,Morning,Recreation & Leisure,Other,California,West,Female,0
168,2014-12-22,12:37:00,Afternoon,Humor,Humor about Time Management/Organization Resolutions,California,West,Male,0
169,2014-12-22,13:26:00,Afternoon,Health & Fitness,Quit smoking,California,West,Male,0
170,2014-12-22,14:41:00,Afternoon,Health & Fitness,Improve my body,California,West,Female,0
171,2014-12-22,16:06:00,Early Evening,Humor,Humor about New Years,California,West,Male,0
172,2014-12-22,16:22:00,Early Evening,Recreation & Leisure,Other,California,West,Male,0
173,2014-12-22,17:16:00,Early Evening,Humor,Humor about Health and Fitness Resolutions,California,West,Male,0
174,2014-12-22,20:04:00,Evening,Personal Growth,Be more positive,California,West,Female,0
175,2014-12-22,20:47:00,Evening,Personal Growth,Focus on my self,California,West,Female,0
176,2014-12-22,20:48:00,Evening,Recreation & Leisure,Go to Europe,California,West,Male,0
177,2014-12-22,20:55:00,Evening,Health & Fitness,Improve my body,California,West,Male,0
178,2014-12-22,22:31:00,Night,Humor,Humor about Personal Growth and Interests Resolutions,California,West,Male,0
179,2014-12-23,00:30:00,Late Night,Personal Growth,Be more friendly,California,West,Male,0
180,2014-12-23,01:00:00,Late Night,Humor,Humor about New Years,California,West,Female,0
181,2014-12-23,01:17:00,Late Night,Personal Growth,Focus on my self,California,West,Male,0
182,2014-12-23,08:15:00,Early Morning,Family/Friends/Relationships,Other,California,West,Male,0
183,2014-12-23,08:25:00,Early Morning,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,California,West,Female,0
184,2014-12-23,12:58:00,Afternoon,Personal Growth,Be more positive,California,West,Female,0
185,2014-12-23,13:19:00,Afternoon,Personal Growth,Spend less time on Facebook,California,West,Female,0
186,2014-12-23,17:55:00,Early Evening,Personal Growth,Appreciate what I have,California,West,Female,0
187,2014-12-23,18:36:00,Evening,Personal Growth,Gossip Less,California,West,Female,0
188,2014-12-23,18:47:00,Evening,Humor,Humor about not Resolutions in general,California,West,Male,0
189,2014-12-23,18:48:00,Evening,Personal Growth,Adopt a pet,California,West,Male,0
190,2014-12-23,18:50:00,Evening,Humor,Other,California,West,Male,0
191,2014-12-23,19:10:00,Evening,Personal Growth,Appreciate what I have,California,West,Female,0
192,2014-12-23,20:13:00,Evening,Health & Fitness,Eat less meat,California,West,Male,0
193,2014-12-23,20:21:00,Evening,Family/Friends/Relationships,Other,California,West,Male,0
194,2014-12-23,22:06:00,Night,Recreation & Leisure,Spend more time outside,California,West,Male,0
195,2014-12-23,23:09:00,Night,Health & Fitness,Excersize More,California,West,Female,0
196,2014-12-23,23:48:00,Night,Personal Growth,Improve my appearance,California,West,Male,0
197,2014-12-24,09:07:00,Morning,Career,Get a new job,California,West,Male,0
198,2014-12-24,09:50:00,Morning,Career,Work for myself,California,West,Male,0
199,2014-12-24,10:48:00,Morning,Personal Growth,Focus on my self,California,West,Female,0
200,2014-12-24,11:10:00,Morning,Humor,Humor about Career Resolutions,California,West,Male,0
201,2014-12-24,13:55:00,Afternoon,Humor,Humor about Recreation and Leisure Resolutions,California,West,Male,0
202,2014-12-24,16:41:00,Early Evening,Health & Fitness,Eat Less Sugar,California,West,Male,0
203,2014-12-24,21:47:00,Night,Personal Growth,Be more positive,California,West,Female,0
204,2014-12-24,23:53:00,Night,Personal Growth,Read more books,California,West,Male,0
205,2014-12-25,00:07:00,Late Night,Personal Growth,Improve my attitude,California,West,Male,0
206,2014-12-25,02:14:00,Late Night,Health & Fitness,Drink Less Caffine,California,West,Male,0
207,2014-12-25,08:45:00,Early Morning,Personal Growth,Focus on my self,California,West,Female,0
208,2014-12-25,11:11:00,Morning,Finance,Save money,California,West,Female,0
209,2014-12-25,13:13:00,Afternoon,Personal Growth,Other,California,West,Male,0
210,2014-12-25,13:36:00,Afternoon,Personal Growth,Be more positive,California,West,Male,0
211,2014-12-25,17:14:00,Early Evening,Health & Fitness,Meditate,California,West,Male,0
212,2014-12-25,19:53:00,Evening,Career,Get a new job,California,West,Male,0
213,2014-12-25,23:24:00,Night,Finance,Save money,California,West,Male,0
214,2014-12-26,00:55:00,Late Night,Recreation & Leisure,Take a trip,California,West,Male,0
215,2014-12-26,05:48:00,Early Morning,Family/Friends/Relationships,Spend more time with family,California,West,Female,0
216,2014-12-26,06:36:00,Early Morning,Recreation & Leisure,Other,California,West,Female,0
217,2014-12-26,07:36:00,Early Morning,Personal Growth,Focus on my self,California,West,Male,0
218,2014-12-26,08:18:00,Early Morning,Personal Growth,Be more positive,California,West,Female,0
219,2014-12-26,08:22:00,Early Morning,Personal Growth,Be more positive,California,West,Female,0
220,2014-12-26,08:48:00,Early Morning,Career,Work for myself,California,West,Male,0
221,2014-12-26,09:18:00,Morning,Humor,Humor about Personal Growth and Interests Resolutions,California,West,Female,0
222,2014-12-26,09:47:00,Morning,Personal Growth,Focus on my self,California,West,Male,0
223,2014-12-26,10:20:00,Morning,Health & Fitness,Quit smoking,California,West,Male,0
224,2014-12-26,11:05:00,Morning,Health & Fitness,Improve my body,California,West,Female,0
225,2014-12-26,11:51:00,Morning,Personal Growth,Other,California,West,Female,0
226,2014-12-26,11:59:00,Morning,Personal Growth,Other,California,West,Female,0
227,2014-12-26,13:19:00,Afternoon,Health & Fitness,Excersize More,California,West,Male,0
228,2014-12-26,14:06:00,Afternoon,Finance,Other,California,West,Female,0
229,2014-12-26,16:17:00,Early Evening,Humor,Humor about Health and Fitness Resolutions,California,West,Female,0
230,2014-12-26,17:03:00,Early Evening,Family/Friends/Relationships,Make more time for friends,California,West,Male,0
231,2014-12-26,17:32:00,Early Evening,Personal Growth,Improve my attitude,California,West,Male,0
232,2014-12-26,19:03:00,Evening,Health & Fitness,Improve my body,California,West,Female,0
233,2014-12-26,19:31:00,Evening,Personal Growth,Improve my attitude,California,West,Male,0
234,2014-12-26,21:16:00,Night,Humor,Humor about Recreation and Leisure Resolutions,California,West,Male,0
235,2014-12-26,21:29:00,Night,Personal Growth,Acheive My Goals,California,West,Female,0
236,2014-12-26,21:46:00,Night,Personal Growth,Focus on My Future,California,West,Female,0
237,2014-12-26,22:30:00,Night,Personal Growth,Other,California,West,Female,0
238,2014-12-27,02:29:00,Late Night,Personal Growth,Try new things,California,West,Male,0
239,2014-12-27,09:03:00,Morning,Humor,Humor about Personal Growth and Interests Resolutions,California,West,Female,0
240,2014-12-27,10:07:00,Morning,Personal Growth,Be more positive,California,West,Male,0
241,2014-12-27,10:23:00,Morning,Family/Friends/Relationships,Find a Girlfriend,California,West,Male,0
242,2014-12-27,11:09:00,Morning,Health & Fitness,"Try a new 'fad' workout",California,West,Female,0
243,2014-12-27,11:21:00,Morning,Recreation & Leisure,Spend more time on my hobby,California,West,Female,0
244,2014-12-27,11:32:00,Morning,Health & Fitness,Excersize More,California,West,Male,0
245,2014-12-27,11:51:00,Morning,Personal Growth,Be more positive,California,West,Female,0
246,2014-12-27,11:52:00,Morning,Personal Growth,Other,California,West,Male,0
247,2014-12-27,12:08:00,Afternoon,Time Management/Organization,Re-organize,California,West,Female,0
248,2014-12-27,13:17:00,Afternoon,Health & Fitness,Eat healthier,California,West,Male,0
249,2014-12-27,13:36:00,Afternoon,Personal Growth,Use less social media,California,West,Female,0
250,2014-12-27,14:28:00,Afternoon,Personal Growth,Improve my attitude,California,West,Male,0
251,2014-12-27,15:01:00,Early Evening,Humor,Humor about not Resolutions in general,California,West,Male,0
252,2014-12-27,15:16:00,Early Evening,Education/Training,Learn a new language,California,West,Male,0
253,2014-12-27,15:25:00,Early Evening,Time Management/Organization,Stop procrastinating,California,West,Male,0
254,2014-12-27,15:38:00,Early Evening,Humor,Humor about Family/Friends/Relationships Resolutions,California,West,Male,0
255,2014-12-27,15:41:00,Early Evening,Personal Growth,Be more positive,California,West,Male,0
256,2014-12-27,15:58:00,Early Evening,Personal Growth,Spend less time on Facebook,California,West,Female,0
257,2014-12-27,15:58:00,Early Evening,Humor,Humor about not Resolutions in general,California,West,Male,0
258,2014-12-27,16:01:00,Early Evening,Health & Fitness,Eat more vegetables,California,West,Female,0
259,2014-12-27,16:12:00,Early Evening,Recreation & Leisure,Take a trip,California,West,Male,0
260,2014-12-27,16:14:00,Early Evening,Family/Friends/Relationships,Make more time for friends,California,West,Male,0
261,2014-12-27,18:19:00,Evening,Finance,Save money,California,West,Female,0
262,2014-12-27,18:52:00,Evening,Health & Fitness,Meditate,California,West,Female,0
263,2014-12-27,19:25:00,Evening,Health & Fitness,Run a half / full marathon,California,West,Female,0
264,2014-12-27,19:26:00,Evening,Health & Fitness,Excersize More,California,West,Female,0
265,2014-12-27,19:48:00,Evening,Personal Growth,Improve my attitude,California,West,Female,0
266,2014-12-27,20:15:00,Evening,Finance,Save money,California,West,Male,0
267,2014-12-27,20:20:00,Evening,Personal Growth,Other,California,West,Female,0
268,2014-12-27,20:29:00,Evening,Personal Growth,Acheive My Goals,California,West,Male,0
269,2014-12-27,20:47:00,Evening,Health & Fitness,Eat healthier,California,West,Female,0
270,2014-12-27,21:00:00,Night,Time Management/Organization,Clean something,California,West,Female,0
271,2014-12-27,21:02:00,Night,Personal Growth,Other,California,West,Female,0
272,2014-12-27,21:56:00,Night,Health & Fitness,Excersize More,California,West,Female,0
273,2014-12-27,22:09:00,Night,Finance,Cash in on my stock options,California,West,Female,0
274,2014-12-27,22:26:00,Night,Humor,Humor about Education/Training Resolutions,California,West,Female,0
275,2014-12-27,23:17:00,Night,Humor,Humor about Health and Fitness Resolutions,California,West,Female,0
276,2014-12-27,23:21:00,Night,Personal Growth,Be more positive,California,West,Female,0
277,2014-12-27,23:37:00,Night,Personal Growth,Be more positive,California,West,Male,0
278,2014-12-28,01:55:00,Late Night,Finance,Invest for retirement,California,West,Male,0
279,2014-12-28,05:09:00,Early Morning,Career,Get a new job,California,West,Female,0
280,2014-12-28,06:45:00,Early Morning,Finance,Cash in on my stock options,California,West,Female,0
281,2014-12-28,08:03:00,Early Morning,Humor,Humor about Education/Training Resolutions,California,West,Male,0
282,2014-12-28,09:28:00,Morning,Finance,Save money,California,West,Male,0
283,2014-12-28,10:00:00,Morning,Humor,Humor about not Resolutions in general,California,West,Female,0
284,2014-12-28,10:56:00,Morning,Humor,Humor about not Keeping Resolutions,California,West,Male,0
285,2014-12-28,11:18:00,Morning,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,California,West,Male,0
286,2014-12-28,11:22:00,Morning,Personal Growth,Appreciate what I have,California,West,Female,0
287,2014-12-28,11:56:00,Morning,Health & Fitness,Eat healthier,California,West,Male,0
288,2014-12-28,12:35:00,Afternoon,Recreation & Leisure,Hike more,California,West,Male,0
289,2014-12-28,12:50:00,Afternoon,Health & Fitness,Other,California,West,Female,0
290,2014-12-28,12:58:00,Afternoon,Health & Fitness,Go to the gym more,California,West,Male,0
291,2014-12-28,13:00:00,Afternoon,Recreation & Leisure,See a Concert/Show,California,West,Male,0
292,2014-12-28,13:07:00,Afternoon,Personal Growth,Watch less TV,California,West,Male,0
293,2014-12-28,13:40:00,Afternoon,Health & Fitness,Drink Less Caffine,California,West,Male,0
294,2014-12-28,14:28:00,Afternoon,Humor,Humor about New Years,California,West,Female,0
295,2014-12-28,14:36:00,Afternoon,Personal Growth,Use less social media,California,West,Male,0
296,2014-12-28,14:50:00,Afternoon,Health & Fitness,Eat healthier,California,West,Female,0
297,2014-12-28,14:54:00,Afternoon,Finance,Save money,California,West,Female,0
298,2014-12-28,15:07:00,Early Evening,Recreation & Leisure,Other,California,West,Male,0
299,2014-12-28,15:55:00,Early Evening,Humor,Humor about not Resolutions in general,California,West,Female,0
300,2014-12-28,16:10:00,Early Evening,Humor,Humor about Family/Friends/Relationships Resolutions,California,West,Male,0
301,2014-12-28,16:19:00,Early Evening,Personal Growth,Have more patience,California,West,Female,0
302,2014-12-28,17:43:00,Early Evening,Finance,Save money,California,West,Male,0
